,Id,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area
574,1241,90.0,13200,187.0,958,0,437,1395,1570,0,0,1570,441,490,0,0,0,0,0
575,1545,50.0,7000,0.0,299,40,555,894,919,0,0,919,195,0,0,116,0,0,0
576,1189,80.0,11040,144.0,656,0,602,1258,1258,0,0,1258,528,55,0,0,216,0,0
577,270,0.0,4426,169.0,662,0,186,848,848,0,0,848,420,160,0,0,0,0,0
578,2066,99.0,16779,356.0,267,0,404,671,1567,1087,0,2654,638,128,570,0,0,0,0
579,693,60.0,10440,0.0,0,0,440,440,682,548,0,1230,440,74,0,128,0,0,0
580,1259,60.0,10836,0.0,0,0,892,892,1254,182,0,1436,1488,0,0,100,0,0,0
581,2916,80.0,13384,194.0,119,344,641,1104,1360,0,0,1360,336,160,0,0,0,0,0
582,2321,42.0,13751,248.0,60,0,1640,1700,1700,512,0,2212,773,237,38,0,0,115,0
583,1977,56.0,4480,0.0,782,0,240,1022,1022,0,0,1022,184,0,122,20,0,0,0
584,1895,0.0,11382,212.0,54,543,533,1130,1374,0,0,1374,286,0,28,84,0,0,0
585,1240,76.0,9120,0.0,662,0,599,1261,1261,0,0,1261,433,0,0,0,0,288,0
586,85,88.0,11782,0.0,899,0,210,1109,1155,0,0,1155,576,192,0,0,0,0,0
587,1823,85.0,6970,0.0,932,0,108,1040,1120,0,0,1120,544,168,0,0,0,0,0
588,825,77.0,11422,352.0,1359,0,479,1838,1838,0,0,1838,524,154,222,0,0,0,0
589,110,80.0,8000,0.0,833,0,659,1492,1492,0,0,1492,596,277,137,0,0,0,0
590,697,90.0,15660,0.0,0,0,240,240,810,496,0,1306,472,0,0,0,0,0,0
591,2297,50.0,6723,0.0,796,0,0,796,796,0,0,796,0,129,0,0,0,0,0
592,1231,75.0,7875,136.0,572,0,572,1144,1144,0,0,1144,456,0,0,0,0,0,0
593,1355,0.0,9144,0.0,399,0,484,883,988,517,0,1505,240,0,0,0,0,0,0
594,968,85.0,14601,584.0,1260,0,578,1838,1838,0,0,1838,765,270,68,0,0,0,0
595,584,0.0,12732,0.0,560,42,150,752,1285,782,0,2067,784,297,40,0,0,0,0
596,1315,60.0,6000,0.0,0,0,572,572,884,656,0,1540,0,240,77,0,0,0,0
597,1606,60.0,6600,0.0,816,0,0,816,816,0,0,816,816,0,0,0,0,0,0
598,206,110.0,8472,0.0,104,712,0,816,816,0,0,816,516,106,0,0,0,0,0
599,1685,96.0,12469,378.0,1151,0,639,1790,1816,0,0,1816,730,186,36,0,0,0,0
600,2016,52.0,6240,0.0,0,0,966,966,1014,412,0,1426,230,174,0,96,0,0,0
601,869,0.0,11250,0.0,0,0,944,944,944,926,0,1870,608,256,43,0,0,0,0
602,2135,97.0,11800,0.0,663,0,201,864,894,0,0,894,440,0,0,0,0,0,0
603,2346,0.0,18800,120.0,712,0,84,796,790,784,0,1574,566,306,111,0,0,0,0
604,2430,53.0,4045,45.0,1070,0,286,1356,1500,0,0,1500,648,161,20,0,0,0,0
605,2198,55.0,10594,0.0,0,0,768,768,789,0,0,789,200,0,0,112,0,0,0
606,2652,50.0,6000,0.0,576,0,384,960,960,0,0,960,576,0,0,0,0,0,0
607,27,70.0,8400,0.0,804,78,0,882,882,0,0,882,525,240,0,0,0,0,0
608,241,83.0,10420,0.0,36,0,1176,1212,1212,0,0,1212,460,100,22,0,0,0,0
609,906,70.0,6300,88.0,832,0,0,832,832,436,0,1268,250,0,0,55,0,0,0
610,1506,60.0,12180,0.0,0,0,585,585,585,468,0,1053,0,42,0,0,0,0,0
611,2098,77.0,9965,340.0,1150,0,316,1466,1466,1362,0,2828,1052,125,144,0,0,0,0
612,1435,0.0,8696,150.0,1308,0,110,1418,1418,0,0,1418,558,208,110,0,0,0,0
613,2213,126.0,13108,0.0,0,0,0,0,1226,0,0,1226,400,174,24,120,0,228,0
614,1274,60.0,8064,0.0,315,0,453,768,819,501,0,1320,576,108,0,0,0,0,0
615,743,51.0,6120,0.0,0,0,264,264,800,0,0,800,0,0,0,0,0,0,0
616,1737,73.0,8899,0.0,24,0,1316,1340,1340,0,0,1340,396,100,30,0,0,0,0
617,2797,67.0,10566,261.0,920,0,170,1090,1090,1124,0,2214,646,197,80,0,0,0,0
618,2185,74.0,6882,128.0,0,0,0,0,1152,0,0,1152,0,0,0,0,0,0,0
619,58,0.0,7750,0.0,250,0,134,384,774,656,0,1430,400,180,0,0,0,0,0
620,830,64.0,7314,82.0,724,0,508,1232,1232,0,0,1232,632,132,0,0,0,0,0
621,808,64.0,7018,0.0,0,0,0,0,1535,0,0,1535,410,0,0,0,0,0,0
622,680,60.0,7200,0.0,180,352,676,1208,1136,768,0,1904,240,0,0,168,0,0,0
623,1153,65.0,8450,0.0,890,0,0,890,890,0,0,890,308,0,0,0,0,0,0
624,1291,60.0,6000,0.0,0,0,728,728,728,728,0,1456,308,0,0,248,0,0,0
625,1818,60.0,8400,320.0,0,0,0,0,2020,0,0,2020,630,0,0,0,0,0,0
626,2161,70.0,8145,0.0,0,0,738,738,738,738,0,1476,552,0,35,0,0,0,0
627,1883,80.0,8892,66.0,0,0,1065,1065,1065,0,0,1065,461,74,0,0,0,0,0
628,350,28.0,7296,0.0,1965,0,243,2208,2522,0,0,2522,564,182,57,0,0,0,0
629,2473,63.0,13072,0.0,0,0,1131,1131,1131,0,0,1131,0,0,39,0,0,0,0
630,295,78.0,15600,430.0,375,0,657,1032,1102,1075,0,2177,484,0,0,0,0,0,0
631,293,50.0,9638,0.0,0,0,804,804,1699,748,0,2447,336,272,0,42,0,116,0
632,859,36.0,15523,0.0,460,0,404,864,864,0,0,864,338,0,0,0,0,0,0
633,288,45.0,8212,0.0,203,0,661,864,864,0,0,864,200,0,0,96,0,0,0
634,1578,73.0,9735,0.0,0,0,384,384,754,640,0,1394,400,100,0,0,0,0,0
635,102,0.0,2980,1159.0,466,0,290,756,756,756,0,1512,440,0,32,0,0,0,0
636,2831,24.0,2522,50.0,0,0,970,970,970,739,0,1709,380,0,40,0,0,0,0
637,1030,80.0,10400,120.0,0,0,1444,1444,1444,0,0,1444,473,0,24,0,0,0,0
638,2551,80.0,10800,88.0,632,0,616,1248,1248,0,0,1248,286,0,0,0,0,0,0
639,1286,60.0,10440,0.0,0,0,650,650,958,581,0,1539,686,70,78,68,0,0,0
640,958,89.0,12898,70.0,1022,0,598,1620,1620,0,0,1620,912,228,0,0,0,0,0
641,776,74.0,8740,0.0,672,0,168,840,860,0,0,860,528,0,0,0,0,0,0
642,72,84.0,10440,0.0,1414,0,54,1468,1468,0,0,1468,528,0,102,0,0,216,0
643,2263,89.0,10991,80.0,0,0,1571,1571,1571,0,0,1571,722,100,36,0,0,0,0
644,1866,0.0,8723,0.0,973,0,0,973,1082,0,0,1082,480,160,0,0,0,0,0
645,2876,50.0,7030,0.0,0,0,641,641,641,0,0,641,272,184,0,70,0,0,0
646,2146,0.0,9375,149.0,0,0,1284,1284,1284,885,0,2169,647,192,87,0,0,0,0
647,103,24.0,2572,0.0,604,0,92,696,696,720,0,1416,484,0,44,0,0,0,0
648,1500,35.0,3675,80.0,459,0,88,547,1072,0,0,1072,525,0,28,0,0,0,0
649,492,0.0,24682,0.0,0,0,841,841,892,783,0,1675,502,0,103,0,0,0,0
650,167,81.0,7635,0.0,588,350,237,1175,1175,0,0,1175,484,0,0,0,0,0,0
651,2597,90.0,5400,0.0,415,0,418,833,833,0,0,833,326,0,0,0,0,0,0
652,2685,58.0,6380,0.0,0,0,993,993,1048,0,0,1048,280,0,0,116,0,0,0
653,1035,65.0,9750,0.0,602,438,14,1054,1054,0,0,1054,460,180,0,0,0,80,0
654,1220,0.0,6627,0.0,0,0,0,0,720,0,0,720,287,0,0,0,0,0,0
655,2602,60.0,7200,0.0,338,0,325,663,774,821,0,1595,528,49,0,231,0,0,0
656,2159,65.0,8200,0.0,0,0,847,847,847,1081,0,1928,434,100,48,0,0,0,0
657,695,57.0,10307,0.0,633,0,339,972,972,972,0,1944,324,0,28,169,0,0,0
658,1109,81.0,10944,448.0,1000,0,223,1223,1223,904,0,2127,525,171,132,0,0,0,0
659,640,120.0,19296,399.0,672,690,0,1362,1382,0,0,1382,884,0,0,252,0,0,0
660,1652,0.0,10395,233.0,605,0,427,1032,1032,0,0,1032,564,0,0,0,0,0,0
661,2090,104.0,23920,0.0,0,0,1105,1105,1105,717,0,1822,515,0,195,1012,0,0,444
662,1188,85.0,11050,0.0,301,0,1439,1740,1740,0,0,1740,512,25,0,0,0,192,0
663,2345,0.0,16659,34.0,795,0,0,795,1468,795,0,2263,539,0,250,0,0,0,0
664,1059,108.0,13418,270.0,1420,0,430,1850,1850,898,0,2748,850,212,182,0,0,0,0
665,2751,133.0,11003,0.0,0,0,1308,1308,1308,568,0,1876,848,0,40,0,0,0,0
666,128,68.0,9724,265.0,670,0,470,1140,1929,532,0,2461,400,0,0,0,0,0,0
667,1523,64.0,7804,0.0,281,679,0,960,960,960,0,1920,480,248,0,121,0,0,0
668,2925,160.0,20000,0.0,1224,0,0,1224,1224,0,0,1224,576,474,0,0,0,0,0
669,2145,80.0,10386,246.0,1464,0,536,2000,2000,0,0,2000,888,168,0,0,0,0,0
670,1121,72.0,8640,0.0,24,0,1339,1363,1372,0,0,1372,588,192,113,0,0,0,0
671,566,32.0,2880,0.0,0,0,1376,1376,1376,1629,0,3005,704,0,177,0,0,0,0
672,565,0.0,11949,196.0,601,216,158,975,975,780,0,1755,524,502,60,0,0,0,0
673,1331,0.0,7010,0.0,175,0,849,1024,1144,594,0,1738,240,0,30,0,0,0,0
674,2928,62.0,10441,0.0,337,0,575,912,970,0,0,970,0,80,32,0,0,0,0
675,156,85.0,10200,104.0,320,362,404,1086,1086,0,0,1086,490,0,0,0,0,0,0
676,797,60.0,11409,0.0,292,0,476,768,1148,568,0,1716,281,0,0,0,0,160,0
677,327,0.0,1974,0.0,334,0,212,546,546,546,0,1092,286,120,96,0,0,0,0
678,2859,66.0,21780,0.0,0,0,817,817,940,610,0,1550,318,0,0,429,0,0,0
679,1453,60.0,7200,0.0,632,0,148,780,780,0,0,780,352,196,0,0,0,0,0
680,1762,100.0,12191,515.0,1181,0,598,1779,1779,772,0,2551,925,76,61,0,0,0,0
681,1868,108.0,11358,0.0,346,0,778,1124,1610,0,0,1610,515,202,0,0,0,256,0
682,1760,59.0,9649,0.0,0,0,941,941,961,683,0,1644,460,460,42,0,0,0,0
683,1113,75.0,11957,53.0,24,0,1550,1574,1574,0,0,1574,824,144,104,0,0,0,0
684,1812,0.0,11613,0.0,480,0,384,864,920,900,0,1820,492,144,85,0,0,0,0
685,117,80.0,9600,0.0,329,0,386,715,930,715,0,1645,441,0,78,0,0,0,0
686,1142,65.0,8125,258.0,1138,0,270,1408,1679,0,0,1679,575,224,42,0,0,0,0
687,2342,90.0,18261,420.0,1416,0,494,1910,2000,0,0,2000,722,351,102,0,0,123,0
688,927,70.0,9100,0.0,154,694,264,1112,1112,0,0,1112,390,0,0,0,0,0,0
689,2478,70.0,8304,0.0,0,0,941,941,941,896,0,1837,688,150,165,0,0,0,0
690,655,53.0,5470,0.0,0,0,792,792,792,0,0,792,366,0,90,0,0,0,0
691,2064,0.0,8169,0.0,216,435,261,912,912,0,0,912,315,204,0,0,0,0,0
692,369,124.0,16158,16.0,1274,0,256,1530,1530,0,0,1530,430,168,36,0,0,0,0
693,2239,59.0,8263,0.0,0,0,1012,1012,1012,0,0,1012,308,0,22,112,0,0,0
694,2732,0.0,5271,0.0,1082,0,371,1453,1453,0,0,1453,445,0,80,0,0,184,0
695,1653,79.0,11850,98.0,781,0,372,1153,1177,0,0,1177,495,204,103,0,0,0,0
696,959,83.0,13159,0.0,0,0,846,846,846,846,0,1692,650,208,114,0,0,0,0
697,2395,82.0,11643,142.0,880,0,644,1524,1544,814,0,2358,784,120,34,0,0,0,0
698,1412,50.0,9350,0.0,864,0,0,864,864,0,0,864,0,0,0,0,0,0,0
699,271,48.0,10635,171.0,370,972,315,1657,1668,0,0,1668,502,0,262,0,0,0,0
700,1484,0.0,4438,205.0,662,0,186,848,848,0,0,848,420,149,0,0,0,0,0
701,1497,60.0,7024,0.0,1024,0,108,1132,1132,0,0,1132,451,252,64,0,0,0,0
702,552,75.0,8250,0.0,0,0,0,0,964,918,0,1882,612,0,0,0,0,0,0
703,2,80.0,11622,0.0,468,144,270,882,896,0,0,896,730,140,0,0,0,120,0
704,1855,80.0,12000,600.0,1732,0,270,2002,2362,0,0,2362,546,180,16,0,0,0,0
705,4,93.0,11160,0.0,1065,0,1045,2110,2110,0,0,2110,522,0,0,0,0,0,0
706,2292,0.0,11333,0.0,539,0,490,1029,1062,0,0,1062,539,120,0,0,0,0,0
707,134,78.0,7800,200.0,540,0,728,1268,1268,0,0,1268,244,0,98,0,0,0,0
708,646,60.0,10434,0.0,0,0,1005,1005,1005,0,0,1005,672,0,0,0,0,0,0
709,42,90.0,11520,615.0,110,0,1588,1698,1698,0,0,1698,730,192,74,0,0,0,0
710,532,68.0,8736,0.0,771,360,422,1553,1553,0,0,1553,588,192,88,0,0,0,0
711,713,33.0,4456,0.0,0,0,736,736,736,716,0,1452,0,0,0,102,0,0,0
712,2561,80.0,9600,144.0,996,0,60,1056,1216,0,0,1216,280,0,0,0,0,0,0
713,2360,0.0,15870,0.0,75,791,230,1096,1096,0,0,1096,299,240,32,0,0,0,0
714,1333,50.0,5000,0.0,600,0,72,672,832,378,0,1210,240,0,0,0,0,0,0
715,1407,75.0,45600,0.0,0,0,907,907,1307,1051,0,2358,360,486,40,0,0,175,0
716,2892,42.0,26178,293.0,965,0,245,1210,1238,1281,0,2519,628,320,27,0,0,0,0
717,574,24.0,2645,456.0,649,0,321,970,983,756,0,1739,480,115,0,0,0,0,0
718,1227,80.0,9600,0.0,831,0,161,992,1661,0,0,1661,377,0,28,0,0,178,0
719,2591,118.0,21299,0.0,0,0,929,929,2039,0,0,2039,791,0,0,90,0,0,0
720,1476,65.0,8450,266.0,946,0,490,1436,1436,0,0,1436,484,139,98,0,0,0,0
721,1125,75.0,9375,768.0,0,0,1053,1053,1053,939,0,1992,648,140,45,0,0,0,0
722,1446,65.0,8385,220.0,595,0,390,985,985,0,0,985,328,210,0,0,0,0,0
723,408,21.0,1680,268.0,231,0,399,630,630,672,0,1302,264,185,0,0,0,0,0
724,1101,84.0,14260,350.0,655,0,490,1145,1145,1053,0,2198,836,192,84,0,0,0,0
725,2251,80.0,10000,166.0,585,0,856,1441,1392,0,0,1392,650,168,49,0,0,0,0
726,373,85.0,11900,209.0,822,0,564,1386,1411,0,0,1411,544,192,0,0,0,0,0
727,2554,68.0,9724,0.0,0,0,938,938,1043,0,0,1043,273,125,48,0,0,0,0
728,2382,110.0,16163,232.0,0,0,1618,1618,1618,0,0,1618,880,0,0,0,0,0,0
729,1985,50.0,5925,0.0,122,448,0,570,761,380,0,1141,252,0,0,96,0,0,0
730,519,72.0,8640,72.0,936,0,364,1300,1314,0,0,1314,552,135,112,0,0,0,0
731,1093,93.0,10261,318.0,0,0,936,936,962,830,0,1792,451,0,0,0,0,0,0
732,864,0.0,12334,198.0,0,0,1068,1068,1068,1116,0,2184,570,192,132,0,0,0,0
733,2889,78.0,10530,90.0,975,0,0,975,1004,0,0,1004,504,0,0,0,0,0,0
734,2308,0.0,11765,302.0,1127,0,490,1617,1797,0,0,1797,963,0,0,0,0,0,0
735,986,85.0,14115,0.0,732,0,64,796,796,566,0,1362,480,40,30,0,320,0,0
736,1302,75.0,9000,0.0,445,0,459,904,904,595,0,1499,869,0,20,0,0,0,0
737,585,0.0,12936,0.0,593,0,130,723,735,660,0,1395,497,294,116,0,0,0,0
738,2708,70.0,8414,0.0,663,0,396,1059,1068,0,0,1068,264,192,0,0,0,0,0
739,147,87.0,10725,91.0,936,0,270,1206,1206,0,0,1206,312,0,21,0,0,0,0
740,1441,88.0,12803,99.0,922,0,572,1494,1494,0,0,1494,530,192,36,0,0,0,0
741,383,0.0,10304,44.0,381,0,399,780,1088,780,0,1868,484,448,96,0,0,0,0
742,285,68.0,8562,145.0,383,0,833,1216,1526,0,0,1526,364,116,78,0,0,0,0
743,181,0.0,8239,0.0,176,0,832,1008,1060,185,0,1245,315,0,0,334,0,0,0
744,358,0.0,9765,68.0,310,0,370,680,680,790,0,1470,420,232,63,0,0,0,0
745,780,0.0,15584,366.0,0,0,825,825,2071,0,0,2071,336,131,28,0,0,0,0
746,258,0.0,9337,0.0,353,0,525,878,892,800,0,1692,513,0,39,0,0,0,0
747,1865,80.0,8000,525.0,915,0,93,1008,1403,1008,0,2411,570,0,192,0,0,0,0
748,692,0.0,3950,0.0,468,0,350,818,818,406,0,1224,210,0,0,116,0,0,0
749,2902,88.0,11443,208.0,1460,0,408,1868,2028,0,0,2028,880,326,66,0,0,0,0
750,508,86.0,11194,240.0,0,0,1696,1696,1696,0,0,1696,972,120,56,0,0,0,0
751,2638,60.0,9600,264.0,276,0,936,1212,1226,442,0,1668,240,0,0,140,0,0,0
752,36,24.0,2280,0.0,311,0,544,855,855,601,0,1456,440,26,0,0,0,0,0
753,611,0.0,12095,115.0,564,0,563,1127,1445,0,0,1445,645,180,0,0,0,0,0
754,2281,94.0,25286,0.0,633,0,431,1064,1040,0,0,1040,648,0,0,0,0,0,0
755,1678,21.0,2058,265.0,0,0,672,672,672,546,0,1218,264,0,28,0,0,0,0
756,1696,107.0,13891,456.0,1812,0,740,2552,2552,0,0,2552,932,130,28,0,0,0,0
757,1557,52.0,5150,0.0,0,0,356,356,671,378,0,1049,195,0,0,0,0,0,0
758,2180,60.0,7023,0.0,611,0,123,734,734,674,0,1408,489,0,85,0,0,0,0
759,1726,48.0,6240,176.0,24,0,1300,1324,1324,0,0,1324,550,0,38,0,0,0,0
760,951,75.0,9750,0.0,767,0,135,902,926,0,0,926,351,319,0,0,0,0,0
761,267,75.0,9375,0.0,0,0,1040,1040,1044,1054,0,2098,621,331,38,0,0,0,0
762,2706,75.0,11235,51.0,547,0,504,1051,1382,0,0,1382,459,0,82,0,0,0,0
763,2221,110.0,14442,106.0,1186,0,291,1477,1839,0,0,1839,416,0,87,0,0,200,0
764,1357,57.0,8094,0.0,196,0,1046,1242,1242,742,0,1984,360,64,0,180,0,0,0
765,2901,95.0,13618,198.0,1350,0,378,1728,1960,0,0,1960,714,172,38,0,0,0,0
766,347,60.0,8400,32.0,284,0,100,384,958,670,0,1628,390,48,72,0,0,0,0
767,2164,65.0,8769,0.0,709,0,460,1169,1190,0,0,1190,578,100,41,0,0,0,0
768,1586,85.0,12244,226.0,871,0,611,1482,1482,780,0,2262,749,168,0,0,0,0,0
769,360,58.0,7250,45.0,0,0,1181,1181,1190,0,0,1190,430,0,21,0,0,0,0
770,1769,92.0,9920,0.0,862,0,255,1117,1127,886,0,2013,455,180,130,0,0,0,0
771,2617,86.0,11650,58.0,0,0,0,0,1472,0,0,1472,484,0,68,0,0,227,0
772,1879,0.0,10624,84.0,40,264,1424,1728,1728,0,0,1728,352,155,0,0,0,0,0
773,991,0.0,12925,0.0,865,0,340,1205,2117,0,0,2117,550,0,42,0,0,0,0
774,1535,0.0,9260,0.0,0,0,884,884,932,442,0,1374,225,64,0,0,0,100,0
775,1191,75.0,9750,0.0,0,0,1625,1625,1625,0,0,1625,484,0,0,0,0,0,0
776,1579,81.0,12018,60.0,0,0,796,796,796,816,0,1612,666,0,64,0,0,0,0
777,1882,0.0,12772,0.0,498,0,460,958,958,0,0,958,301,0,0,0,0,0,0
778,1510,60.0,8172,0.0,0,0,941,941,997,473,0,1470,548,0,0,0,0,156,0
779,2196,60.0,10890,0.0,371,0,925,1296,1296,1296,0,2592,0,0,742,240,0,0,0
780,1845,0.0,2117,513.0,420,0,336,756,756,756,0,1512,440,0,32,0,0,0,0
781,2336,92.0,15922,550.0,0,0,1390,1390,1390,1405,0,2795,660,272,102,0,0,0,0
782,942,60.0,6402,0.0,0,0,596,596,596,596,0,1192,189,0,0,137,0,0,0
783,861,60.0,7200,0.0,660,0,108,768,768,0,0,768,396,192,0,0,0,0,0
784,2555,51.0,4712,0.0,384,0,363,747,774,456,0,1230,305,0,57,0,0,63,0
785,1392,0.0,13284,0.0,1064,0,319,1383,1383,0,0,1383,354,511,116,0,0,0,0
786,2099,71.0,9178,306.0,0,0,1643,1643,1651,0,0,1651,870,204,64,0,0,0,0
787,1543,24.0,1879,0.0,366,0,150,516,516,516,0,1032,462,213,0,0,0,0,0
788,948,48.0,12822,0.0,1351,0,83,1434,1518,631,0,2149,670,168,43,0,0,198,0
789,1239,82.0,9840,0.0,1053,0,195,1248,1440,0,0,1440,480,150,0,0,0,256,0
790,22,85.0,10625,81.0,885,168,0,1053,1173,0,0,1173,528,0,120,0,0,0,0
791,2796,0.0,8125,295.0,986,0,668,1654,1654,0,0,1654,900,0,136,0,0,0,0
792,2747,0.0,11200,85.0,1258,0,40,1298,1298,0,0,1298,403,165,26,0,0,0,0
793,92,85.0,13143,504.0,250,981,0,1231,1251,1098,0,2349,762,32,130,0,0,0,0
794,210,100.0,15263,90.0,766,0,656,1422,1675,0,0,1675,365,0,132,0,0,0,0
795,1858,40.0,3840,0.0,881,176,0,1057,1295,0,0,1295,571,133,89,0,0,0,0
796,2228,35.0,3907,0.0,577,0,427,1004,1020,0,0,1020,509,135,0,0,0,0,0
797,447,79.0,9541,268.0,0,0,1502,1502,1502,0,0,1502,644,0,114,0,0,0,0
798,827,68.0,8814,180.0,1334,0,270,1604,1604,0,0,1604,660,123,110,0,0,0,0
799,1649,61.0,11339,549.0,758,0,22,780,1085,845,0,1930,481,192,72,0,0,0,0
800,682,70.0,7560,0.0,504,0,525,1029,1339,0,0,1339,294,0,0,0,0,0,0
801,2698,60.0,7200,0.0,343,0,641,984,984,0,0,984,308,0,0,164,0,0,0
802,494,64.0,7848,0.0,0,0,384,384,774,656,0,1430,410,0,0,0,0,0,0
803,214,0.0,6449,0.0,73,0,634,707,942,942,0,1884,0,0,0,239,0,0,0
804,2441,0.0,12104,0.0,0,0,1035,1035,1082,1240,0,2322,617,400,45,0,0,0,0
805,2679,51.0,6120,0.0,489,0,279,768,1015,0,0,1015,450,0,0,112,0,120,0
806,1336,50.0,6000,0.0,0,0,949,949,949,0,0,949,370,0,0,48,0,0,0
807,465,63.0,10928,0.0,0,0,728,728,728,728,0,1456,390,100,0,0,0,0,0
808,1524,66.0,8969,0.0,379,0,265,644,672,644,0,1316,369,0,0,0,0,192,0
809,2543,70.0,9100,0.0,521,174,169,864,864,0,0,864,624,0,0,0,0,0,0
810,631,73.0,8760,164.0,856,0,313,1169,1144,0,0,1144,286,257,0,0,0,0,0
811,2452,0.0,10236,501.0,380,168,742,1290,1305,1189,0,2494,803,200,95,0,0,0,0
812,228,0.0,11616,328.0,438,0,234,672,672,714,0,1386,440,335,0,0,0,0,0
813,126,98.0,13260,144.0,1500,0,228,1728,1728,0,0,1728,0,0,0,0,0,0,0
814,1092,55.0,7301,176.0,876,0,474,1350,1358,0,0,1358,484,192,26,0,0,0,0
815,1122,72.0,8640,0.0,0,0,1372,1372,1372,0,0,1372,529,0,140,0,0,0,0
816,932,100.0,17500,420.0,784,435,91,1310,1906,0,0,1906,576,0,201,0,0,0,0
817,1980,60.0,10800,0.0,0,0,641,641,1047,0,0,1047,273,0,0,0,0,0,0
818,2171,73.0,10921,48.0,520,0,440,960,960,0,0,960,432,120,0,0,0,0,0
819,551,0.0,10274,141.0,331,0,345,676,698,702,0,1400,465,0,48,0,0,0,0
820,2768,80.0,12000,0.0,853,0,535,1388,1388,0,0,1388,522,0,58,0,0,0,0
821,2056,99.0,7094,0.0,180,374,340,894,894,0,0,894,384,0,0,0,0,0,0
822,1159,105.0,11025,568.0,520,0,1328,1848,1827,959,0,2786,636,294,49,0,0,0,0
823,2645,56.0,7745,0.0,0,0,938,938,1084,867,0,1951,576,0,6,28,0,0,0
824,1174,24.0,2160,216.0,600,0,72,672,684,720,0,1404,462,20,0,0,0,0,0
825,2266,44.0,13758,117.0,902,0,254,1156,1187,530,0,1717,400,168,36,0,0,0,0
826,2462,100.0,13162,0.0,1836,0,200,2036,2036,604,0,2640,792,0,265,0,0,0,0
827,1219,0.0,11332,0.0,528,0,590,1118,1118,0,0,1118,264,290,0,0,0,0,0
828,2922,55.0,12640,0.0,936,396,396,1728,1728,0,0,1728,574,40,0,0,0,0,0
829,118,80.0,9600,172.0,698,0,534,1232,1232,0,0,1232,490,0,224,0,0,0,0
830,474,43.0,3182,11.0,16,0,1129,1145,1145,0,0,1145,397,100,16,0,0,0,0
831,2576,80.0,11600,175.0,565,0,818,1383,1383,0,0,1383,292,0,45,0,0,0,0
832,872,0.0,12782,164.0,1360,0,462,1822,1828,0,0,1828,523,194,144,0,0,0,0
833,1077,48.0,6240,196.0,24,0,1318,1342,1342,0,0,1342,550,0,35,0,0,0,0
834,1536,79.0,7801,88.0,500,0,591,1091,1091,0,0,1091,344,66,105,0,0,221,0
835,1150,70.0,9100,0.0,53,799,132,984,984,0,0,984,384,145,56,0,0,0,0
836,2341,69.0,11302,238.0,1422,0,392,1814,1826,0,0,1826,758,180,75,0,0,120,0
837,1931,60.0,11556,0.0,408,0,456,864,1154,0,0,1154,336,63,0,0,0,0,0
838,2785,69.0,9920,0.0,523,0,448,971,971,0,0,971,300,0,0,0,0,0,0
839,2538,0.0,9759,0.0,799,0,252,1051,1051,0,0,1051,264,182,88,0,0,0,0
840,597,80.0,9600,252.0,698,0,467,1165,1165,896,0,2061,498,0,77,0,0,196,0
841,464,36.0,2268,106.0,567,0,197,764,764,862,0,1626,474,0,27,0,0,0,0
842,233,0.0,23595,0.0,1258,0,74,1332,1332,192,0,1524,586,268,0,0,0,0,0
843,2169,75.0,9825,162.0,936,0,0,936,936,0,0,936,384,405,0,0,0,0,0
844,2123,57.0,10021,0.0,539,0,96,635,646,662,0,1308,497,142,54,0,0,0,0
845,1867,130.0,11700,196.0,910,0,385,1295,1295,0,0,1295,528,0,194,0,0,200,0
846,137,0.0,19900,287.0,912,0,1035,1947,2207,0,0,2207,576,301,0,0,0,0,0
847,515,72.0,8640,0.0,822,0,78,900,932,920,0,1852,644,168,108,0,0,0,0
848,933,24.0,1733,0.0,0,0,516,516,516,516,0,1032,452,279,0,0,0,0,0
849,2784,42.0,10385,123.0,595,400,0,995,1282,0,0,1282,672,386,0,0,0,0,0
850,972,32.0,4500,320.0,866,0,338,1204,1204,0,0,1204,412,0,247,0,0,0,0
851,599,0.0,9790,0.0,251,630,491,1372,1342,0,0,1342,457,0,0,0,0,197,0
852,2614,60.0,7332,207.0,414,0,450,864,864,0,0,864,288,168,0,0,0,0,0
853,2582,0.0,7032,0.0,943,0,0,943,943,0,0,943,600,42,0,0,0,0,0
854,1409,66.0,21780,0.0,0,0,1163,1163,1163,511,0,1674,396,72,36,0,0,144,0
855,175,60.0,5790,0.0,0,0,840,840,840,765,0,1605,379,0,0,202,0,0,0
856,352,61.0,7380,0.0,341,0,1077,1418,1478,0,0,1478,495,168,43,0,0,0,0
857,976,21.0,1526,0.0,515,0,115,630,630,0,0,630,286,0,0,0,0,0,0
858,2134,72.0,11317,101.0,0,0,840,840,840,828,0,1668,500,144,68,0,0,0,0
859,984,0.0,8780,0.0,625,0,208,833,833,0,0,833,0,0,0,0,0,0,0
860,2396,90.0,12378,0.0,1274,0,622,1896,1944,0,0,1944,708,208,175,0,0,0,0
861,1673,34.0,4058,182.0,584,139,0,723,767,0,0,767,367,120,40,0,0,0,0
